values,freq,unit,sex,age,geo,time
8908.0,A,NR,M,Y28,BE23,2006
9371.0,A,NR,M,Y28,BE23,2007
9685.0,A,NR,M,Y28,BE23,2008
9450.0,A,NR,M,Y28,BE23,2009
9734.0,A,NR,M,Y28,BE23,2010
9512.0,A,NR,M,Y28,BE23,2011
9191.0,A,NR,M,Y28,BE23,2012
9184.0,A,NR,M,Y28,BE23,2013
9020.0,A,NR,M,Y28,BE23,2014
9290.0,A,NR,M,Y28,BE23,2015
9397.0,A,NR,M,Y28,BE23,2016
9445.0,A,NR,M,Y28,BE23,2017
9768.0,A,NR,M,Y28,BE23,2018
10050.0,A,NR,M,Y28,BE23,2019
10159.0,A,NR,M,Y28,BE23,2020
10182.0,A,NR,M,Y28,BE23,2021
10070.0,A,NR,M,Y28,BE23,2022
9872.0,A,NR,M,Y28,BE23,2023
9982.0,A,NR,M,Y28,BE23,2024
10078.0,A,NR,M,Y28,BE23,2025
10744.0,A,NR,M,Y29,BE23,1990
11101.0,A,NR,M,Y29,BE23,1991
11177.0,A,NR,M,Y29,BE23,1992
11445.0,A,NR,M,Y29,BE23,1993
11529.0,A,NR,M,Y29,BE23,1994
11017.0,A,NR,M,Y29,BE23,1995
10679.0,A,NR,M,Y29,BE23,1996
10549.0,A,NR,M,Y29,BE23,1997
10359.0,A,NR,M,Y29,BE23,1998
10119.0,A,NR,M,Y29,BE23,1999
10373.0,A,NR,M,Y29,BE23,2000
10101.0,A,NR,M,Y29,BE23,2001
9694.0,A,NR,M,Y29,BE23,2002
9277.0,A,NR,M,Y29,BE23,2003
8989.0,A,NR,M,Y29,BE23,2004
8930.0,A,NR,M,Y29,BE23,2005
9111.0,A,NR,M,Y29,BE23,2006
9011.0,A,NR,M,Y29,BE23,2007
9456.0,A,NR,M,Y29,BE23,2008
9826.0,A,NR,M,Y29,BE23,2009
9585.0,A,NR,M,Y29,BE23,2010
9906.0,A,NR,M,Y29,BE23,2011
9595.0,A,NR,M,Y29,BE23,2012
9210.0,A,NR,M,Y29,BE23,2013
9276.0,A,NR,M,Y29,BE23,2014
9140.0,A,NR,M,Y29,BE23,2015
9390.0,A,NR,M,Y29,BE23,2016
9524.0,A,NR,M,Y29,BE23,2017
9556.0,A,NR,M,Y29,BE23,2018
9795.0,A,NR,M,Y29,BE23,2019
10163.0,A,NR,M,Y29,BE23,2020
10238.0,A,NR,M,Y29,BE23,2021
10259.0,A,NR,M,Y29,BE23,2022
10276.0,A,NR,M,Y29,BE23,2023
10043.0,A,NR,M,Y29,BE23,2024
10086.0,A,NR,M,Y29,BE23,2025
10930.0,A,NR,M,Y30,BE23,1990
10776.0,A,NR,M,Y30,BE23,1991
11128.0,A,NR,M,Y30,BE23,1992
11194.0,A,NR,M,Y30,BE23,1993
11473.0,A,NR,M,Y30,BE23,1994
11547.0,A,NR,M,Y30,BE23,1995
11013.0,A,NR,M,Y30,BE23,1996
10720.0,A,NR,M,Y30,BE23,1997
10569.0,A,NR,M,Y30,BE23,1998
10423.0,A,NR,M,Y30,BE23,1999
10103.0,A,NR,M,Y30,BE23,2000
10377.0,A,NR,M,Y30,BE23,2001
10151.0,A,NR,M,Y30,BE23,2002
9716.0,A,NR,M,Y30,BE23,2003
9292.0,A,NR,M,Y30,BE23,2004
9067.0,A,NR,M,Y30,BE23,2005
9007.0,A,NR,M,Y30,BE23,2006
9210.0,A,NR,M,Y30,BE23,2007
9159.0,A,NR,M,Y30,BE23,2008
9586.0,A,NR,M,Y30,BE23,2009
9930.0,A,NR,M,Y30,BE23,2010
9832.0,A,NR,M,Y30,BE23,2011
9960.0,A,NR,M,Y30,BE23,2012
9650.0,A,NR,M,Y30,BE23,2013
9288.0,A,NR,M,Y30,BE23,2014
9327.0,A,NR,M,Y30,BE23,2015
9264.0,A,NR,M,Y30,BE23,2016
9485.0,A,NR,M,Y30,BE23,2017
9563.0,A,NR,M,Y30,BE23,2018
9668.0,A,NR,M,Y30,BE23,2019
9891.0,A,NR,M,Y30,BE23,2020
10260.0,A,NR,M,Y30,BE23,2021
10363.0,A,NR,M,Y30,BE23,2022
10416.0,A,NR,M,Y30,BE23,2023
10372.0,A,NR,M,Y30,BE23,2024
10196.0,A,NR,M,Y30,BE23,2025
10899.0,A,NR,M,Y31,BE23,1990
10928.0,A,NR,M,Y31,BE23,1991
10806.0,A,NR,M,Y31,BE23,1992
11193.0,A,NR,M,Y31,BE23,1993
11216.0,A,NR,M,Y31,BE23,1994
11484.0,A,NR,M,Y31,BE23,1995
11538.0,A,NR,M,Y31,BE23,1996
11008.0,A,NR,M,Y31,BE23,1997
10755.0,A,NR,M,Y31,BE23,1998
10578.0,A,NR,M,Y31,BE23,1999
10390.0,A,NR,M,Y31,BE23,2000
10132.0,A,NR,M,Y31,BE23,2001
10380.0,A,NR,M,Y31,BE23,2002
10154.0,A,NR,M,Y31,BE23,2003
9771.0,A,NR,M,Y31,BE23,2004
9377.0,A,NR,M,Y31,BE23,2005
9157.0,A,NR,M,Y31,BE23,2006
9044.0,A,NR,M,Y31,BE23,2007
9326.0,A,NR,M,Y31,BE23,2008
9275.0,A,NR,M,Y31,BE23,2009
9726.0,A,NR,M,Y31,BE23,2010
10083.0,A,NR,M,Y31,BE23,2011
9893.0,A,NR,M,Y31,BE23,2012
10017.0,A,NR,M,Y31,BE23,2013
9741.0,A,NR,M,Y31,BE23,2014
9337.0,A,NR,M,Y31,BE23,2015
9372.0,A,NR,M,Y31,BE23,2016
9293.0,A,NR,M,Y31,BE23,2017
9567.0,A,NR,M,Y31,BE23,2018
9615.0,A,NR,M,Y31,BE23,2019
9786.0,A,NR,M,Y31,BE23,2020
9918.0,A,NR,M,Y31,BE23,2021
10379.0,A,NR,M,Y31,BE23,2022
10522.0,A,NR,M,Y31,BE23,2023
10525.0,A,NR,M,Y31,BE23,2024
10482.0,A,NR,M,Y31,BE23,2025
10497.0,A,NR,M,Y32,BE23,1990
10947.0,A,NR,M,Y32,BE23,1991
10931.0,A,NR,M,Y32,BE23,1992
10807.0,A,NR,M,Y32,BE23,1993
11223.0,A,NR,M,Y32,BE23,1994
11221.0,A,NR,M,Y32,BE23,1995
11479.0,A,NR,M,Y32,BE23,1996
11541.0,A,NR,M,Y32,BE23,1997
11050.0,A,NR,M,Y32,BE23,1998
10749.0,A,NR,M,Y32,BE23,1999
10582.0,A,NR,M,Y32,BE23,2000
10358.0,A,NR,M,Y32,BE23,2001
10120.0,A,NR,M,Y32,BE23,2002
10435.0,A,NR,M,Y32,BE23,2003
10198.0,A,NR,M,Y32,BE23,2004
9862.0,A,NR,M,Y32,BE23,2005
9487.0,A,NR,M,Y32,BE23,2006
9211.0,A,NR,M,Y32,BE23,2007
9171.0,A,NR,M,Y32,BE23,2008
9477.0,A,NR,M,Y32,BE23,2009
9357.0,A,NR,M,Y32,BE23,2010
9889.0,A,NR,M,Y32,BE23,2011
10116.0,A,NR,M,Y32,BE23,2012
9901.0,A,NR,M,Y32,BE23,2013
10085.0,A,NR,M,Y32,BE23,2014
9745.0,A,NR,M,Y32,BE23,2015
9436.0,A,NR,M,Y32,BE23,2016
9411.0,A,NR,M,Y32,BE23,2017
9318.0,A,NR,M,Y32,BE23,2018
9657.0,A,NR,M,Y32,BE23,2019
9663.0,A,NR,M,Y32,BE23,2020
9915.0,A,NR,M,Y32,BE23,2021
10005.0,A,NR,M,Y32,BE23,2022
10534.0,A,NR,M,Y32,BE23,2023
10679.0,A,NR,M,Y32,BE23,2024
10664.0,A,NR,M,Y32,BE23,2025
10285.0,A,NR,M,Y33,BE23,1990
10536.0,A,NR,M,Y33,BE23,1991
10955.0,A,NR,M,Y33,BE23,1992
10964.0,A,NR,M,Y33,BE23,1993
10809.0,A,NR,M,Y33,BE23,1994
11168.0,A,NR,M,Y33,BE23,1995
11200.0,A,NR,M,Y33,BE23,1996
11514.0,A,NR,M,Y33,BE23,1997
11530.0,A,NR,M,Y33,BE23,1998
11050.0,A,NR,M,Y33,BE23,1999
10743.0,A,NR,M,Y33,BE23,2000
10567.0,A,NR,M,Y33,BE23,2001
10401.0,A,NR,M,Y33,BE23,2002
10146.0,A,NR,M,Y33,BE23,2003
10429.0,A,NR,M,Y33,BE23,2004
10237.0,A,NR,M,Y33,BE23,2005
9918.0,A,NR,M,Y33,BE23,2006
9558.0,A,NR,M,Y33,BE23,2007
9310.0,A,NR,M,Y33,BE23,2008
9257.0,A,NR,M,Y33,BE23,2009
9562.0,A,NR,M,Y33,BE23,2010
9518.0,A,NR,M,Y33,BE23,2011
9925.0,A,NR,M,Y33,BE23,2012
10176.0,A,NR,M,Y33,BE23,2013
9906.0,A,NR,M,Y33,BE23,2014
10095.0,A,NR,M,Y33,BE23,2015
9792.0,A,NR,M,Y33,BE23,2016
9512.0,A,NR,M,Y33,BE23,2017
9460.0,A,NR,M,Y33,BE23,2018
9455.0,A,NR,M,Y33,BE23,2019
9729.0,A,NR,M,Y33,BE23,2020
9808.0,A,NR,M,Y33,BE23,2021
10046.0,A,NR,M,Y33,BE23,2022
10179.0,A,NR,M,Y33,BE23,2023
10645.0,A,NR,M,Y33,BE23,2024
10782.0,A,NR,M,Y33,BE23,2025
10244.0,A,NR,M,Y34,BE23,1990
10326.0,A,NR,M,Y34,BE23,1991
10576.0,A,NR,M,Y34,BE23,1992
10953.0,A,NR,M,Y34,BE23,1993
10964.0,A,NR,M,Y34,BE23,1994
10752.0,A,NR,M,Y34,BE23,1995
11180.0,A,NR,M,Y34,BE23,1996
11181.0,A,NR,M,Y34,BE23,1997
11510.0,A,NR,M,Y34,BE23,1998
11515.0,A,NR,M,Y34,BE23,1999
11006.0,A,NR,M,Y34,BE23,2000
10732.0,A,NR,M,Y34,BE23,2001
10565.0,A,NR,M,Y34,BE23,2002
10446.0,A,NR,M,Y34,BE23,2003
10165.0,A,NR,M,Y34,BE23,2004
10501.0,A,NR,M,Y34,BE23,2005
10287.0,A,NR,M,Y34,BE23,2006
10013.0,A,NR,M,Y34,BE23,2007
9599.0,A,NR,M,Y34,BE23,2008
9369.0,A,NR,M,Y34,BE23,2009
9335.0,A,NR,M,Y34,BE23,2010
9729.0,A,NR,M,Y34,BE23,2011
9490.0,A,NR,M,Y34,BE23,2012
9934.0,A,NR,M,Y34,BE23,2013
10184.0,A,NR,M,Y34,BE23,2014
9909.0,A,NR,M,Y34,BE23,2015
10140.0,A,NR,M,Y34,BE23,2016
9853.0,A,NR,M,Y34,BE23,2017
9521.0,A,NR,M,Y34,BE23,2018
9588.0,A,NR,M,Y34,BE23,2019
9530.0,A,NR,M,Y34,BE23,2020
9816.0,A,NR,M,Y34,BE23,2021
9900.0,A,NR,M,Y34,BE23,2022
10244.0,A,NR,M,Y34,BE23,2023
10285.0,A,NR,M,Y34,BE23,2024
10746.0,A,NR,M,Y34,BE23,2025
10198.0,A,NR,M,Y35,BE23,1990
10266.0,A,NR,M,Y35,BE23,1991
10337.0,A,NR,M,Y35,BE23,1992
10606.0,A,NR,M,Y35,BE23,1993
10912.0,A,NR,M,Y35,BE23,1994
10964.0,A,NR,M,Y35,BE23,1995
10709.0,A,NR,M,Y35,BE23,1996
11166.0,A,NR,M,Y35,BE23,1997
11200.0,A,NR,M,Y35,BE23,1998
11464.0,A,NR,M,Y35,BE23,1999
11483.0,A,NR,M,Y35,BE23,2000
11004.0,A,NR,M,Y35,BE23,2001
10701.0,A,NR,M,Y35,BE23,2002
10609.0,A,NR,M,Y35,BE23,2003
10431.0,A,NR,M,Y35,BE23,2004
10180.0,A,NR,M,Y35,BE23,2005
10542.0,A,NR,M,Y35,BE23,2006
10364.0,A,NR,M,Y35,BE23,2007
10072.0,A,NR,M,Y35,BE23,2008
9628.0,A,NR,M,Y35,BE23,2009
9458.0,A,NR,M,Y35,BE23,2010
9486.0,A,NR,M,Y35,BE23,2011
9738.0,A,NR,M,Y35,BE23,2012
9551.0,A,NR,M,Y35,BE23,2013
10011.0,A,NR,M,Y35,BE23,2014
10225.0,A,NR,M,Y35,BE23,2015
9984.0,A,NR,M,Y35,BE23,2016
10171.0,A,NR,M,Y35,BE23,2017
9867.0,A,NR,M,Y35,BE23,2018
9608.0,A,NR,M,Y35,BE23,2019
9673.0,A,NR,M,Y35,BE23,2020
9558.0,A,NR,M,Y35,BE23,2021
9878.0,A,NR,M,Y35,BE23,2022
10017.0,A,NR,M,Y35,BE23,2023
10319.0,A,NR,M,Y35,BE23,2024
10346.0,A,NR,M,Y35,BE23,2025
9780.0,A,NR,M,Y36,BE23,1990
10193.0,A,NR,M,Y36,BE23,1991
10257.0,A,NR,M,Y36,BE23,1992
10356.0,A,NR,M,Y36,BE23,1993
10588.0,A,NR,M,Y36,BE23,1994
10881.0,A,NR,M,Y36,BE23,1995
10920.0,A,NR,M,Y36,BE23,1996
10697.0,A,NR,M,Y36,BE23,1997
11148.0,A,NR,M,Y36,BE23,1998
11167.0,A,NR,M,Y36,BE23,1999
11442.0,A,NR,M,Y36,BE23,2000
11470.0,A,NR,M,Y36,BE23,2001
11012.0,A,NR,M,Y36,BE23,2002
10685.0,A,NR,M,Y36,BE23,2003
10587.0,A,NR,M,Y36,BE23,2004
10416.0,A,NR,M,Y36,BE23,2005
10261.0,A,NR,M,Y36,BE23,2006
10575.0,A,NR,M,Y36,BE23,2007
10417.0,A,NR,M,Y36,BE23,2008
10122.0,A,NR,M,Y36,BE23,2009
9710.0,A,NR,M,Y36,BE23,2010
9587.0,A,NR,M,Y36,BE23,2011
9517.0,A,NR,M,Y36,BE23,2012
9723.0,A,NR,M,Y36,BE23,2013
9605.0,A,NR,M,Y36,BE23,2014
10037.0,A,NR,M,Y36,BE23,2015
10273.0,A,NR,M,Y36,BE23,2016
10018.0,A,NR,M,Y36,BE23,2017
10204.0,A,NR,M,Y36,BE23,2018
9893.0,A,NR,M,Y36,BE23,2019
9687.0,A,NR,M,Y36,BE23,2020
9763.0,A,NR,M,Y36,BE23,2021
9588.0,A,NR,M,Y36,BE23,2022
10045.0,A,NR,M,Y36,BE23,2023
10096.0,A,NR,M,Y36,BE23,2024
10407.0,A,NR,M,Y36,BE23,2025
9722.0,A,NR,M,Y37,BE23,1990
9781.0,A,NR,M,Y37,BE23,1991
10212.0,A,NR,M,Y37,BE23,1992
10265.0,A,NR,M,Y37,BE23,1993
10354.0,A,NR,M,Y37,BE23,1994
10552.0,A,NR,M,Y37,BE23,1995
10885.0,A,NR,M,Y37,BE23,1996
10888.0,A,NR,M,Y37,BE23,1997
10689.0,A,NR,M,Y37,BE23,1998
11125.0,A,NR,M,Y37,BE23,1999
11130.0,A,NR,M,Y37,BE23,2000
11416.0,A,NR,M,Y37,BE23,2001
11461.0,A,NR,M,Y37,BE23,2002
11042.0,A,NR,M,Y37,BE23,2003
10726.0,A,NR,M,Y37,BE23,2004
10598.0,A,NR,M,Y37,BE23,2005
10503.0,A,NR,M,Y37,BE23,2006
10310.0,A,NR,M,Y37,BE23,2007
10657.0,A,NR,M,Y37,BE23,2008
10448.0,A,NR,M,Y37,BE23,2009
10210.0,A,NR,M,Y37,BE23,2010
9820.0,A,NR,M,Y37,BE23,2011
9603.0,A,NR,M,Y37,BE23,2012
9510.0,A,NR,M,Y37,BE23,2013
9769.0,A,NR,M,Y37,BE23,2014
9637.0,A,NR,M,Y37,BE23,2015
10115.0,A,NR,M,Y37,BE23,2016
10305.0,A,NR,M,Y37,BE23,2017
10032.0,A,NR,M,Y37,BE23,2018
10230.0,A,NR,M,Y37,BE23,2019
9960.0,A,NR,M,Y37,BE23,2020
9723.0,A,NR,M,Y37,BE23,2021
9838.0,A,NR,M,Y37,BE23,2022
9748.0,A,NR,M,Y37,BE23,2023
10106.0,A,NR,M,Y37,BE23,2024
10164.0,A,NR,M,Y37,BE23,2025
9886.0,A,NR,M,Y38,BE23,1990
9777.0,A,NR,M,Y38,BE23,1991
9772.0,A,NR,M,Y38,BE23,1992
10214.0,A,NR,M,Y38,BE23,1993
10235.0,A,NR,M,Y38,BE23,1994
10321.0,A,NR,M,Y38,BE23,1995
10522.0,A,NR,M,Y38,BE23,1996
10877.0,A,NR,M,Y38,BE23,1997
10870.0,A,NR,M,Y38,BE23,1998
10671.0,A,NR,M,Y38,BE23,1999
11117.0,A,NR,M,Y38,BE23,2000
11107.0,A,NR,M,Y38,BE23,2001
11407.0,A,NR,M,Y38,BE23,2002
11466.0,A,NR,M,Y38,BE23,2003
11038.0,A,NR,M,Y38,BE23,2004
10765.0,A,NR,M,Y38,BE23,2005
10656.0,A,NR,M,Y38,BE23,2006
10513.0,A,NR,M,Y38,BE23,2007
10356.0,A,NR,M,Y38,BE23,2008
10726.0,A,NR,M,Y38,BE23,2009
10502.0,A,NR,M,Y38,BE23,2010
10329.0,A,NR,M,Y38,BE23,2011
9845.0,A,NR,M,Y38,BE23,2012
9647.0,A,NR,M,Y38,BE23,2013
9512.0,A,NR,M,Y38,BE23,2014
9814.0,A,NR,M,Y38,BE23,2015
9661.0,A,NR,M,Y38,BE23,2016
10171.0,A,NR,M,Y38,BE23,2017
10321.0,A,NR,M,Y38,BE23,2018
10146.0,A,NR,M,Y38,BE23,2019
10261.0,A,NR,M,Y38,BE23,2020
10024.0,A,NR,M,Y38,BE23,2021
9798.0,A,NR,M,Y38,BE23,2022
9941.0,A,NR,M,Y38,BE23,2023
9859.0,A,NR,M,Y38,BE23,2024
10166.0,A,NR,M,Y38,BE23,2025
9520.0,A,NR,M,Y39,BE23,1990
9875.0,A,NR,M,Y39,BE23,1991
9777.0,A,NR,M,Y39,BE23,1992
9759.0,A,NR,M,Y39,BE23,1993
10176.0,A,NR,M,Y39,BE23,1994
10203.0,A,NR,M,Y39,BE23,1995
10317.0,A,NR,M,Y39,BE23,1996
10517.0,A,NR,M,Y39,BE23,1997
10859.0,A,NR,M,Y39,BE23,1998
10847.0,A,NR,M,Y39,BE23,1999
10648.0,A,NR,M,Y39,BE23,2000
11102.0,A,NR,M,Y39,BE23,2001
11073.0,A,NR,M,Y39,BE23,2002
11401.0,A,NR,M,Y39,BE23,2003
11450.0,A,NR,M,Y39,BE23,2004
11045.0,A,NR,M,Y39,BE23,2005
10780.0,A,NR,M,Y39,BE23,2006
10654.0,A,NR,M,Y39,BE23,2007
10578.0,A,NR,M,Y39,BE23,2008
10446.0,A,NR,M,Y39,BE23,2009
10714.0,A,NR,M,Y39,BE23,2010
10602.0,A,NR,M,Y39,BE23,2011
10359.0,A,NR,M,Y39,BE23,2012
9861.0,A,NR,M,Y39,BE23,2013
9674.0,A,NR,M,Y39,BE23,2014
9536.0,A,NR,M,Y39,BE23,2015
9875.0,A,NR,M,Y39,BE23,2016
9667.0,A,NR,M,Y39,BE23,2017
10165.0,A,NR,M,Y39,BE23,2018
10373.0,A,NR,M,Y39,BE23,2019
10222.0,A,NR,M,Y39,BE23,2020
10322.0,A,NR,M,Y39,BE23,2021
10056.0,A,NR,M,Y39,BE23,2022
9911.0,A,NR,M,Y39,BE23,2023
9998.0,A,NR,M,Y39,BE23,2024
9929.0,A,NR,M,Y39,BE23,2025
9683.0,A,NR,M,Y40,BE23,1990
9509.0,A,NR,M,Y40,BE23,1991
9882.0,A,NR,M,Y40,BE23,1992
9768.0,A,NR,M,Y40,BE23,1993
9756.0,A,NR,M,Y40,BE23,1994
10202.0,A,NR,M,Y40,BE23,1995
10193.0,A,NR,M,Y40,BE23,1996
10302.0,A,NR,M,Y40,BE23,1997
10522.0,A,NR,M,Y40,BE23,1998
10831.0,A,NR,M,Y40,BE23,1999
10840.0,A,NR,M,Y40,BE23,2000
10647.0,A,NR,M,Y40,BE23,2001
11106.0,A,NR,M,Y40,BE23,2002
11067.0,A,NR,M,Y40,BE23,2003
11392.0,A,NR,M,Y40,BE23,2004
11454.0,A,NR,M,Y40,BE23,2005
11055.0,A,NR,M,Y40,BE23,2006
10798.0,A,NR,M,Y40,BE23,2007
10703.0,A,NR,M,Y40,BE23,2008
10648.0,A,NR,M,Y40,BE23,2009
10462.0,A,NR,M,Y40,BE23,2010
10793.0,A,NR,M,Y40,BE23,2011
10626.0,A,NR,M,Y40,BE23,2012
10369.0,A,NR,M,Y40,BE23,2013
9895.0,A,NR,M,Y40,BE23,2014
9708.0,A,NR,M,Y40,BE23,2015
9601.0,A,NR,M,Y40,BE23,2016
9910.0,A,NR,M,Y40,BE23,2017
9707.0,A,NR,M,Y40,BE23,2018
10227.0,A,NR,M,Y40,BE23,2019
10446.0,A,NR,M,Y40,BE23,2020
10300.0,A,NR,M,Y40,BE23,2021
10386.0,A,NR,M,Y40,BE23,2022
10174.0,A,NR,M,Y40,BE23,2023
10007.0,A,NR,M,Y40,BE23,2024
10057.0,A,NR,M,Y40,BE23,2025
9597.0,A,NR,M,Y41,BE23,1990
9678.0,A,NR,M,Y41,BE23,1991
9505.0,A,NR,M,Y41,BE23,1992
9849.0,A,NR,M,Y41,BE23,1993
9738.0,A,NR,M,Y41,BE23,1994
9741.0,A,NR,M,Y41,BE23,1995
10155.0,A,NR,M,Y41,BE23,1996
10156.0,A,NR,M,Y41,BE23,1997
10285.0,A,NR,M,Y41,BE23,1998
10520.0,A,NR,M,Y41,BE23,1999
10818.0,A,NR,M,Y41,BE23,2000
10793.0,A,NR,M,Y41,BE23,2001
10624.0,A,NR,M,Y41,BE23,2002
11122.0,A,NR,M,Y41,BE23,2003
11043.0,A,NR,M,Y41,BE23,2004
11391.0,A,NR,M,Y41,BE23,2005
11475.0,A,NR,M,Y41,BE23,2006
11101.0,A,NR,M,Y41,BE23,2007
10850.0,A,NR,M,Y41,BE23,2008
10770.0,A,NR,M,Y41,BE23,2009
10665.0,A,NR,M,Y41,BE23,2010
10552.0,A,NR,M,Y41,BE23,2011
10839.0,A,NR,M,Y41,BE23,2012
10631.0,A,NR,M,Y41,BE23,2013
10371.0,A,NR,M,Y41,BE23,2014
9925.0,A,NR,M,Y41,BE23,2015
9758.0,A,NR,M,Y41,BE23,2016
9633.0,A,NR,M,Y41,BE23,2017
9909.0,A,NR,M,Y41,BE23,2018
9777.0,A,NR,M,Y41,BE23,2019
10306.0,A,NR,M,Y41,BE23,2020
10505.0,A,NR,M,Y41,BE23,2021
10374.0,A,NR,M,Y41,BE23,2022
10515.0,A,NR,M,Y41,BE23,2023
10241.0,A,NR,M,Y41,BE23,2024
10056.0,A,NR,M,Y41,BE23,2025
9696.0,A,NR,M,Y42,BE23,1990
9570.0,A,NR,M,Y42,BE23,1991
9657.0,A,NR,M,Y42,BE23,1992
9497.0,A,NR,M,Y42,BE23,1993
9797.0,A,NR,M,Y42,BE23,1994
9706.0,A,NR,M,Y42,BE23,1995
9691.0,A,NR,M,Y42,BE23,1996
10117.0,A,NR,M,Y42,BE23,1997
10128.0,A,NR,M,Y42,BE23,1998
10252.0,A,NR,M,Y42,BE23,1999
10489.0,A,NR,M,Y42,BE23,2000
10797.0,A,NR,M,Y42,BE23,2001
10798.0,A,NR,M,Y42,BE23,2002
10643.0,A,NR,M,Y42,BE23,2003
11116.0,A,NR,M,Y42,BE23,2004
11055.0,A,NR,M,Y42,BE23,2005
11403.0,A,NR,M,Y42,BE23,2006
11501.0,A,NR,M,Y42,BE23,2007
11128.0,A,NR,M,Y42,BE23,2008
10906.0,A,NR,M,Y42,BE23,2009
10799.0,A,NR,M,Y42,BE23,2010
10749.0,A,NR,M,Y42,BE23,2011
10565.0,A,NR,M,Y42,BE23,2012
10824.0,A,NR,M,Y42,BE23,2013
10653.0,A,NR,M,Y42,BE23,2014
10410.0,A,NR,M,Y42,BE23,2015
9979.0,A,NR,M,Y42,BE23,2016
9779.0,A,NR,M,Y42,BE23,2017
9671.0,A,NR,M,Y42,BE23,2018
9938.0,A,NR,M,Y42,BE23,2019
9810.0,A,NR,M,Y42,BE23,2020
10356.0,A,NR,M,Y42,BE23,2021
10510.0,A,NR,M,Y42,BE23,2022
10470.0,A,NR,M,Y42,BE23,2023
10568.0,A,NR,M,Y42,BE23,2024
10302.0,A,NR,M,Y42,BE23,2025
10183.0,A,NR,M,Y43,BE23,1990
9678.0,A,NR,M,Y43,BE23,1991
9561.0,A,NR,M,Y43,BE23,1992
9641.0,A,NR,M,Y43,BE23,1993
9486.0,A,NR,M,Y43,BE23,1994
9788.0,A,NR,M,Y43,BE23,1995
9653.0,A,NR,M,Y43,BE23,1996
9674.0,A,NR,M,Y43,BE23,1997
10071.0,A,NR,M,Y43,BE23,1998
10118.0,A,NR,M,Y43,BE23,1999
10232.0,A,NR,M,Y43,BE23,2000
10463.0,A,NR,M,Y43,BE23,2001
10771.0,A,NR,M,Y43,BE23,2002
10785.0,A,NR,M,Y43,BE23,2003
10615.0,A,NR,M,Y43,BE23,2004
11104.0,A,NR,M,Y43,BE23,2005
11064.0,A,NR,M,Y43,BE23,2006
11414.0,A,NR,M,Y43,BE23,2007
11571.0,A,NR,M,Y43,BE23,2008
11148.0,A,NR,M,Y43,BE23,2009
10911.0,A,NR,M,Y43,BE23,2010
10877.0,A,NR,M,Y43,BE23,2011
10735.0,A,NR,M,Y43,BE23,2012
10567.0,A,NR,M,Y43,BE23,2013
10872.0,A,NR,M,Y43,BE23,2014
10663.0,A,NR,M,Y43,BE23,2015
10470.0,A,NR,M,Y43,BE23,2016
9964.0,A,NR,M,Y43,BE23,2017
9808.0,A,NR,M,Y43,BE23,2018
9719.0,A,NR,M,Y43,BE23,2019
9982.0,A,NR,M,Y43,BE23,2020
9862.0,A,NR,M,Y43,BE23,2021
10393.0,A,NR,M,Y43,BE23,2022
10637.0,A,NR,M,Y43,BE23,2023
10568.0,A,NR,M,Y43,BE23,2024
10586.0,A,NR,M,Y43,BE23,2025
8696.0,A,NR,M,Y44,BE23,1990
10167.0,A,NR,M,Y44,BE23,1991
9635.0,A,NR,M,Y44,BE23,1992
9547.0,A,NR,M,Y44,BE23,1993
9625.0,A,NR,M,Y44,BE23,1994
9450.0,A,NR,M,Y44,BE23,1995
9743.0,A,NR,M,Y44,BE23,1996
9623.0,A,NR,M,Y44,BE23,1997
9677.0,A,NR,M,Y44,BE23,1998
10047.0,A,NR,M,Y44,BE23,1999
10069.0,A,NR,M,Y44,BE23,2000
10225.0,A,NR,M,Y44,BE23,2001
10411.0,A,NR,M,Y44,BE23,2002
10767.0,A,NR,M,Y44,BE23,2003
10773.0,A,NR,M,Y44,BE23,2004
10620.0,A,NR,M,Y44,BE23,2005
11080.0,A,NR,M,Y44,BE23,2006
11082.0,A,NR,M,Y44,BE23,2007
11453.0,A,NR,M,Y44,BE23,2008
11581.0,A,NR,M,Y44,BE23,2009
11184.0,A,NR,M,Y44,BE23,2010
10976.0,A,NR,M,Y44,BE23,2011
10917.0,A,NR,M,Y44,BE23,2012
10718.0,A,NR,M,Y44,BE23,2013
10582.0,A,NR,M,Y44,BE23,2014
10865.0,A,NR,M,Y44,BE23,2015
10687.0,A,NR,M,Y44,BE23,2016
10484.0,A,NR,M,Y44,BE23,2017
9977.0,A,NR,M,Y44,BE23,2018
9872.0,A,NR,M,Y44,BE23,2019
9763.0,A,NR,M,Y44,BE23,2020
10046.0,A,NR,M,Y44,BE23,2021
9914.0,A,NR,M,Y44,BE23,2022
10453.0,A,NR,M,Y44,BE23,2023
10652.0,A,NR,M,Y44,BE23,2024
10635.0,A,NR,M,Y44,BE23,2025
8667.0,A,NR,M,Y45,BE23,1990
8688.0,A,NR,M,Y45,BE23,1991
10145.0,A,NR,M,Y45,BE23,1992
9599.0,A,NR,M,Y45,BE23,1993
9512.0,A,NR,M,Y45,BE23,1994
9594.0,A,NR,M,Y45,BE23,1995
9423.0,A,NR,M,Y45,BE23,1996
9710.0,A,NR,M,Y45,BE23,1997
9593.0,A,NR,M,Y45,BE23,1998
9631.0,A,NR,M,Y45,BE23,1999
10011.0,A,NR,M,Y45,BE23,2000
