BXL,ANT,LIM,OVL,VlB,WVl,BWA,HAI,LIE,LUX,NAM
75.60837375421303,76.0720139833534,76.33132932239982,75.77850862512045,76.53975973300697,76.04274897836159,76.07006192796568,74.18880823401996,74.37195591161148,74.78673157370864,74.25150325006202
75.83552837002294,76.30428723727385,76.65488276504895,75.9146413417645,76.84377977201662,76.51143470556453,75.84633148900566,74.23400680241281,74.67347182718466,74.5728781307782,73.73091148237688
76.03886302995966,76.60845700096488,76.5419515378759,76.03377965474805,76.84446631090232,76.49164483809427,76.56730789959455,74.16977745606934,75.01922012998406,75.46589456880609,74.92859771919753
76.02548741107711,76.57845107167276,76.79077817606911,76.06610468433136,77.41154830835173,76.38761242373438,76.4404018496332,74.3758640181347,75.00137752237475,74.80632143890928,74.29917199800724
76.51926686753426,76.97840786651714,77.18366704107544,76.67977309817331,77.4056168373057,76.71414352049156,77.27345903563338,74.67457368997783,75.46334065023495,75.23045575767215,74.68663207601179
76.54388785278971,76.96184037957293,77.073967403027,76.44644081193498,77.51265254419646,76.9375698659992,77.057621394244,74.65856369411745,75.41511790609053,75.2209125795114,74.76809911700923
76.78003185349414,77.39547326234783,77.71566011263062,76.81044432681814,77.88074764618867,77.03623939238949,76.84939251737619,74.75504922646344,75.59286589904575,75.60897018437034,75.45080130330798
77.16909257522894,77.71762955782998,77.80986885731659,77.14340477209694,78.19074308840067,77.59148225727526,77.62049469452323,74.98422915779123,76.07083800892438,75.67765198430929,75.34666983772631
77.08889131257565,77.63861782397724,78.0401979228908,77.31376438235323,78.11878629201969,77.86733283490022,77.31619707863914,75.07146863628594,75.83138238114913,75.63095833156977,75.64603006011745
77.4012626620635,77.81828418732279,78.03770362205701,77.43337349843239,78.14419773806607,78.07469722172368,77.85203632335363,75.3371978526499,76.2697631141962,75.93913079097149,75.8145989114938
77.559266817346,77.8933087817076,78.14040495865366,77.77298387458985,78.47642847452735,78.50430740835584,77.95854183972614,75.27292705459205,76.37842286409467,76.45410780062541,75.833649938058
77.87271479179083,78.51226284670918,78.70039764154892,78.02376455706604,78.8828251796391,78.79741423591682,78.33579007202934,75.71272726378575,76.47324192267631,76.58900446766418,76.35143855218327
77.91993359838824,78.57170593972803,78.8422884215058,78.07410869906974,79.16674671342238,78.69111418579251,78.7569264006335,75.67412829123224,76.46606093160489,76.94989353004524,76.22334499182473
78.06507043808739,78.85029486691762,78.82145221727089,78.39298614056612,79.24208230672032,78.8620313611576,78.5760200461856,75.75982189963153,76.81989575946466,76.795950626851,76.62485937598105
78.61215690560205,79.32963627139826,79.6962188670306,79.04734344575752,79.79258195246418,79.61816479024685,79.40240218167493,76.31693614278787,77.56185035797247,77.43006483981044,76.85173291738059
78.88411380820615,79.57201716136596,79.64830423041452,79.10993655715768,79.83489797850014,79.81542173321543,79.79088563346195,76.49639370267029,77.68997053585228,77.3812686784686,77.0104842888477
79.22058515984114,79.82013692959582,80.18506177068471,79.47429211920743,80.55996466971264,80.27762930548886,80.35803460553404,76.89776924030778,77.85008824471653,77.76119555940986,77.56980627400637
79.59499632815105,80.26645189564778,80.21084663559374,79.81898202336527,80.6787835733375,80.55005755849614,80.34593765352659,77.1447355441598,78.02259988774043,78.22488373354516,78.12207056166156
79.43496506191921,80.12789789900056,80.34395497173585,79.73761570861039,80.79497080908479,80.32592229296552,79.69346309933357,76.89712627049961,78.0317742633412,77.72355511387696,77.62640590416146
79.72989940492761,80.36089094553164,80.4898146378137,80.00637806877079,81.08464786307526,80.56791518691483,80.3921532409749,77.24087216575035,78.27975295831766,78.46864741894778,78.15641620839756
79.80800588576206,80.68292958999842,80.72268608293149,80.28825419120977,81.1188652677439,80.81649177751034,80.44310156027882,77.45801481531626,78.39367284288465,78.18848859716934,78.15089457479928
80.21227586774087,80.98961459392633,81.03158909199573,80.42664068724636,81.30468342006577,81.32601075784817,80.8582439677092,77.89878179609082,78.56785637119874,79.18995019310385,78.71904509633826
80.05225289589902,80.92680769126792,81.19648156995663,80.54098725210949,81.45838796094989,81.38268450735518,80.6667556285363,77.75401942620161,78.91161345765131,79.01379744947192,78.21176515401564
80.36029757602411,81.11963778302821,81.4033161688423,80.72982576960969,81.41863369742983,81.15833091739466,81.94419848523025,78.06619940958096,78.9332593873229,78.67753616273151,78.50368846245124
80.83415457383273,81.72586332459443,81.85051491138532,81.43256201222225,82.15028897493005,81.90816244524723,81.18423473693474,78.72147941861687,79.59850190146783,80.16160169822712,79.1879365166577
