IDF,CVL,BOU,FCO,BN,HN,NPC,PIC,ALS,CHA,LOR,PDL,BRE,AQU,LIM,POI,LR,MPY,AUV,RA,PACA,COR
83.36845140194126,82.34439709649001,81.59560194334126,81.94587749217148,81.34801027321669,80.94440037297957,79.41617951132461,80.19910672879698,81.62014553828128,80.77692683833685,81.16083192463284,82.64053001324434,81.33900013576134,82.49093631133807,81.89054606397477,82.28243800237647,82.1952016580688,82.79617206795514,81.24553488190213,82.95320849704811,82.47160422036963,82.34950183692098
83.77762125353036,82.40579972019516,81.84415792053818,82.29866674193227,81.82369572819053,81.1966999647664,79.80734430709528,80.3460842162244,81.91102369544946,81.00381049018353,81.34321432447351,82.82082177787211,81.54304125684642,82.69131525278578,82.18507313936917,82.54810124371292,82.48259287729289,83.08383843963584,81.74660582887233,83.3001937082316,82.74860108708758,82.78292705855988
84.24813025260707,82.93551644668827,82.26254688180796,82.75279282447441,82.1925656536798,81.51755282995794,80.38815490867898,80.82744883267146,82.3213542793666,81.81532906546188,81.82078963834333,83.43774586120871,82.14915451278222,83.10450879186817,82.4675575828119,83.20851095231158,82.92195319656675,83.51790947560404,82.33374909323976,83.70044426994367,83.26790740890492,82.80398781056034
84.02750900313085,82.59117458742831,82.1342009558546,82.61117729481965,81.98302358351977,81.3765686762192,80.20705886644443,80.68784402631833,82.27140366039482,81.32841694089983,81.6591062662652,82.99906951564017,82.03276847050459,82.88674679606504,82.48856029666868,82.93803019968237,82.68721362140926,83.36296768617983,82.25791424909235,83.46474706794031,82.91102112704507,82.72494835404777
84.41798645543943,82.70769801671271,82.36020095751691,82.79620259766526,82.20033099104636,81.64197516172258,80.48885243390947,80.84418183095313,82.53205391526203,81.53349695260863,81.69604722555412,83.28455216735264,81.99982723824287,83.2439890358181,82.56150302488898,83.15949168097185,82.89753461734098,83.5660001838381,82.28447442242093,83.80647339207806,83.26495851639068,83.4032392422146
84.54566495411486,82.73997142325037,82.32390958986602,82.84754381985869,82.40266949330649,81.74594608701652,80.66586234321343,81.12543992295589,82.53680403671964,81.29401879977907,81.88049227918822,83.32824879209373,82.41204961861607,83.15360997344614,83.00497721427253,83.04068471365267,83.02797103109152,83.56998712710994,82.64980995788974,83.85491959808988,83.3995191936726,83.37135565013526
84.71599799513632,82.80610900606591,82.50908635321105,83.02013532196429,82.47481664141347,81.77574954652867,80.78263536978649,81.28171184697426,82.67628524421417,81.55265134419537,81.89107826449079,83.39494962921177,82.3304017018326,83.44674479962896,82.9938809157056,83.23979831279539,83.06314370650352,83.68023518773354,82.57373001139045,84.04763718473069,83.42728292130032,83.43916618104103
85.01649415271346,82.93080705436041,82.61943912974917,83.04151261633476,82.7219257987907,82.15361634023363,81.21676065384634,81.27897469320116,82.96787519424628,81.89310054051211,82.09682904795768,83.60183410748229,82.71907985384931,83.48745148787346,83.15786448081127,83.35861956055972,83.2717714168091,83.85546210043562,82.56061313298652,84.11811475104719,83.54901194548447,83.50684149966716
83.26410955796703,82.49402811292492,82.10699209356434,82.24703979951038,82.22220205929439,81.31592964769446,80.3330869792578,80.39007160284885,81.74854735758265,81.09301678903252,81.00208177775495,83.23009986438316,82.58460999394431,83.24771814272113,82.92863752617555,82.83721182600257,82.58410943011842,83.4245871504232,82.18099957651647,83.51241230970085,82.88720316110012,83.05826284921609
83.92154466684653,82.30842363581512,82.3876508580872,82.57765809815623,81.94026132625137,81.41788567347027,80.30434104519416,80.47669523297525,82.19099467728016,81.33346645008342,81.10967515865482,83.1003658631094,82.52346508310116,83.05065257415134,82.47313258457933,82.59469732075725,82.57251994216332,83.42026524886302,82.19223127345005,83.68789272204748,82.68832950203154,83.00983531565878
84.54981169575117,82.33061222400134,82.08975502304904,82.53620047542465,82.12113860081841,81.30664640932135,80.48817644745354,81.0203134655343,82.24246033802731,81.52500279531482,81.49931979244778,82.99844862612478,82.36618767342875,83.00969463076366,82.18209648705596,82.67515053345997,82.6795670382425,83.31615133778222,82.2511547444466,83.8053891011833,83.03957221388815,82.95252882363941
85.27116919674307,82.84967056075591,82.66266551823269,83.18758143316786,82.79464947116684,82.20622668507109,81.2807209272376,81.26272661511545,82.82040370876979,81.81029819667975,82.1390391861575,83.5728640885503,83.0315139861969,83.70832528850364,82.89644703647339,83.37860884788753,83.35119183424847,83.93950457577309,82.83862755305756,84.48390557763601,83.7064439207009,83.70714120518201
